full_name,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths
Marshall Indiana,18099,7/25/2020,13,23,,33,8,,32,1
Marshall Indiana,18099,7/26/2020,10,21,,39,1,,33,1
Marshall Indiana,18099,7/27/2020,8,11,,10,-22,6,34,1
Marshall Indiana,18099,7/28/2020,9,12,,9,-22,5,36,1
Marshall Indiana,18099,7/29/2020,6,15,,12,-25,5,37,1
Marshall Indiana,18099,7/30/2020,6,8,,17,-24,5,39,1
Marshall Indiana,18099,7/31/2020,7,9,,16,-24,4,39,1
Martin Indiana,18101,5/1/2020,,,,,-34,,40,1
Martin Indiana,18101,5/4/2020,,,,,-32,,43,1
Martin Indiana,18101,5/5/2020,,,,,-29,,42,1
Martin Indiana,18101,5/6/2020,,,,,-32,,44,1
Martin Indiana,18101,5/7/2020,,,,,-29,,50,1
Martin Indiana,18101,5/8/2020,,,,,-28,,51,1
Martin Indiana,18101,5/11/2020,,,,,-27,,54,1
Martin Indiana,18101,5/12/2020,,,,,-25,,61,1
Martin Indiana,18101,5/13/2020,,,,,-29,,64,1
Martin Indiana,18101,5/14/2020,,,,,-26,,64,1
Martin Indiana,18101,5/15/2020,,,,,-24,,76,1
Martin Indiana,18101,5/18/2020,,,,,-27,,80,1
Martin Indiana,18101,5/19/2020,,,,,-22,,80,1
Martin Indiana,18101,5/20/2020,,,,,-27,,90,1
Martin Indiana,18101,5/21/2020,,,,,-27,,102,1
Martin Indiana,18101,5/22/2020,,,,,-31,,108,2
Martin Indiana,18101,5/25/2020,,,,,-70,,111,2
Martin Indiana,18101,5/26/2020,,,,,-27,,128,2
Martin Indiana,18101,5/27/2020,,,,,-26,,147,2
Martin Indiana,18101,5/28/2020,,,,,-23,,178,2
Martin Indiana,18101,5/29/2020,,,,,-23,,187,2
Martin Indiana,18101,6/1/2020,,,,,-21,,196,2
Martin Indiana,18101,6/2/2020,,,,,-23,,214,2
Martin Indiana,18101,6/3/2020,,,,,-28,,227,2
Martin Indiana,18101,6/4/2020,,,,,-25,,230,2
Martin Indiana,18101,6/5/2020,,,,,-28,,247,2
Martin Indiana,18101,6/8/2020,,,,,-17,,261,3
Martin Indiana,18101,6/9/2020,,,,,-22,,276,3
Martin Indiana,18101,6/10/2020,,,,,-20,,287,3
Martin Indiana,18101,6/11/2020,,,,,-20,,301,3
Martin Indiana,18101,6/12/2020,,,,,-26,,305,3
Martin Indiana,18101,6/15/2020,,,,,-18,,315,3
Martin Indiana,18101,6/16/2020,,,,,-16,,322,3
Martin Indiana,18101,6/17/2020,,,,,-23,,338,3
Martin Indiana,18101,6/18/2020,,,,,-19,,344,3
Martin Indiana,18101,6/19/2020,,,,,-20,,347,3
Martin Indiana,18101,6/22/2020,,,,,-17,,359,3
Martin Indiana,18101,6/23/2020,,,,,-20,,365,3
Martin Indiana,18101,6/24/2020,,,,,-20,,369,3
Martin Indiana,18101,6/25/2020,,,,,-21,,374,3
Martin Indiana,18101,6/26/2020,,,,,-21,,385,3
Martin Indiana,18101,6/29/2020,,,,,-23,,393,3
